episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
161, 2390.9436544775963, 1, 21.150153568014503, 43, 11520,                                         11520, 45.113121032714844, 112.86576843261719
162, 2215.382050037384, 1, 27.060030968976207, 55, 11575,                                         11575, 40.85600662231445, 113.29347229003906
163, 1959.178166091442, 1, 18.204444345028605, 37, 11612,                                         11612, 44.8674430847168, 111.5177230834961
164, -2763.690143585205, 2, 31.480836703965906, 64, 11676,                                         11676, 32.22431564331055, 111.89420318603516
165, -2306.558112502098, 2, 15.244579673046246, 31, 11707,                                         11707, 38.298095703125, 110.70077514648438
166, 2202.01694567129, 1, 27.06968923402019, 55, 11762,                                         11762, 33.95403289794922, 112.68818664550781
167, -2420.2294356822968, 2, 20.15585123002529, 41, 11803,                                         11803, 40.63127517700195, 112.27870178222656
168, 2398.6461368128657, 1, 20.185448945034295, 41, 11844,                                         11844, 42.10984802246094, 114.22926330566406
169, -2634.690855026245, 2, 16.730729562987108, 34, 11878,                                         11878, 40.742584228515625, 115.6697006225586
170, 2431.579700574279, 1, 19.750848724972457, 40, 11918,                                         11918, 42.08816146850586, 112.98065185546875
171, -2517.4413768053055, 2, 29.02385843504453, 59, 11977,                                         11977, 31.209909439086914, 114.6767578125
172, 2331.9852038621902, 1, 18.203393809031695, 37, 12014,                                         12014, 34.357460021972656, 113.13176727294922
173, 2016.2780335247517, 1, 47.23888712498592, 96, 12110,                                         12110, 42.27833557128906, 112.72570037841797
174, -2796.77992355451, 2, 60.58731389901368, 123, 12233,                                         12233, 35.9286994934082, 113.41827392578125
175, 2290.5730586498976, 1, 32.59247559600044, 66, 12299,                                         12299, 37.72991943359375, 113.32676696777344
176, -2577.9095925092697, 2, 14.748012472991832, 30, 12329,                                         12329, 31.028400421142578, 112.32142639160156
177, -2743.03844332695, 2, 17.699197122012265, 36, 12365,                                         12365, 41.706459045410156, 112.76327514648438
178, 2396.993006877601, 1, 23.226056209998205, 47, 12412,                                         12412, 45.761932373046875, 116.61390686035156
179, -1498.3019094467163, 4, 80.16094174596947, 163, 12575,                                         12575, 38.384342193603516, 113.85458374023438
180, 2000.7296920269728, 1, 42.78350810398115, 87, 12662,                                         12662, 40.415897369384766, 111.6650161743164
181, 2253.7975863814354, 1, 34.98853573901579, 71, 12733,                                         12733, 38.70222091674805, 113.59478759765625
182, 2358.446977607906, 1, 28.57358381099766, 58, 12791,                                         12791, 36.006290435791016, 114.30608367919922
183, 2420.8711834847927, 1, 14.745622385002207, 30, 12821,                                         12821, 48.40176773071289, 114.6783447265625
184, -2862.760759115219, 2, 14.757485162990633, 30, 12851,                                         12851, 39.68278503417969, 114.81227111816406
185, 2043.7115548290312, 1, 40.32117428199854, 82, 12933,                                         12933, 39.04479217529297, 115.8525161743164
186, -2494.4727985858917, 2, 18.683334315021057, 38, 12971,                                         12971, 47.907405853271484, 114.76863098144531
187, 2394.3961377441883, 1, 19.68802040099399, 40, 13011,                                         13011, 31.1002197265625, 113.08038330078125
188, 1777.6246240139008, 1, 36.99913338402985, 75, 13086,                                         13086, 38.47726058959961, 116.61893463134766
189, 1321.9504416808486, 1, 75.19582992501091, 153, 13239,                                         13239, 37.38117980957031, 114.52660369873047
